"","no","Day","/images/academic/americanpresident/essayimages/01_01.jpg","1863-01-01 12:00 PM","Emancipation Proclamation Issued","<p>On January 1, 1863, President Abraham Lincoln issued the Emancipation Proclamation. With it, he freed all slaves in Confederate or contested areas of the South. However, the Proclamation did not include slaves in non-Confederate border states and in parts of the Confederacy under Union control.</p><p>During the war, Republicans and Northern free blacks called on the President to act decisively to end slavery. Members of the Lincoln administration also hoped that an act of emancipation would make it difficult for Britain or France to officially recognize the Confederacy in view of the antislavery sentiments among their home populations–especially in Britain. In July 1862, President Lincoln announced to his cabinet that he intended to issue an Emancipation Proclamation in his capacity as Commander in Chief of the armed forces in the time of war. The Proclamation would free all slaves in areas still in rebellion, and henceforth it would be a Union objective to destroy slavery within the Confederate South. His cabinet persuaded Lincoln to wait until a Union victory, lest it appear to the world like an act of desperation. </p><p>After General George McClellan stopped Robert E. Lee's advance into Maryland at Antietam Creek in September 1862, Lincoln announced his preliminary Proclamation. The President warned that if the rebellion did not end by January 1, 1863, he would issue his presidential order of emancipation and move to destroy slavery in the rebel states once and for all. In the Proclamation, Lincoln left out occupied Tennessee and certain occupied parts of Louisiana and Virginia as well as the loyal slave states. The document declared, with the exception of those areas, that all slaves in the rebellious states were hereafter “forever free.” It also asserted that the Union Army would now receive black men into the service as regular soldiers. (The U.S. Navy had accepted black sailors from the beginning of the war.)</p><p>In a single stroke of his pen, Abraham Lincoln issued the most revolutionary measure ever to come from an American President up to that time. Still, the President was worried that the courts might void his wartime Proclamation after the war on the grounds that any confiscation of “property” required due process of law, and that such a policy could only be adopted by a law passed by Congress. Thus, Lincoln used his reelection victory in 1864 to promote a constitutional amendment that would end slavery everywhere in the nation. The Republican platform of 1864 endorsed the Thirteenth Amendment–which the U.S. Senate had passed in April. Lincoln used all the powers of his office, including patronage, to push it through the House, which adopted the amendment on January 31, 1865. The Thirteenth Amendment was ratified in December 1865.</p><p>To read the full text of the Emancipation Proclamation, click <a href=""http://millercenter.org/scripps/archive/speeches/detail/3509"">here</a>.</p>","Abraham Lincoln"
"","no","Day","/images/academic/americanpresident/essayimages/01_05.jpg","1949-01-05 12:00 PM","Truman Announces Fair Deal Program","<p>On January 5, 1949, just weeks before the start of his second term as President, Harry S. Truman delivered his State of the Union Address. The speech contained a series of measures that Truman recommended for congressional action. Truman closed his address by citing the philosophy behind this domestic program. “Every segment of our population and every individual,” he explained, “has a right to expect from our government a fair deal.” His list of demands thus became known as the “Fair Deal,” an attempt by Truman to augment Roosevelt's New Deal. Nevertheless, where Roosevelt had met with great success in implementing his proposals, Truman struggled to pass his program. Of all the goals he presented, only three-increasing public housing programs, raising the minimum wage, and expanding Social Security-were fulfilled by the end of the congressional session in 1950.</p><p>Truman's Fair Deal included a wide ranging group of proposals: economic controls to halt inflation, a more progressive tax structure, the raising of the minimum wage, repeal of the Taft-Hartley Act, agricultural reform, resource development and public power, national medical insurance, expansion of Social Security, federal housing programs, aid to education, and  civil rights protections. The President, however, faced numerous difficulties in passing his liberal legislative program. Despite the election of Democratic majorities to both the House and the Senate, a coalition of Republicans and conservative Democrats from the South continued to dominate both chambers of Congress. For example, Truman proposed cloture reform-reducing the number of votes necessary to end a filibuster in the Senate-to facilitate the passage of civil rights legislation. Conservative Senators narrowly defeated this proposal, shutting down the possibility of more liberal legislation. Other aspects of Truman's program met with opposition from powerful interest groups. The administration's agricultural reform bill was defeated through the influence of the Farm Bureau Federation; likewise, the American Medical Association lobbied against national healthcare. These forces limited Congress's ability to pass substantial parts of the Fair Deal.</p><p>Those programs that were enacted barely made it through Congress. Even with the support of conservative Senator Robert Taft, the Housing Act of 1949 passed an important vote in the House by a margin of only five representatives; the act was weakened version of the public housing bill the President proposed, but it still promised to build 810,000 housing units over the next six years. Congress also raised the minimum wage in 1949 from 40 to 75 cents. Finally, the Social Security Act of 1950 expanded significantly the coverage offered in the original 1935 act. While Truman failed to implement most of his Fair Deal, the passage of these three acts and other smaller pieces of legislation were significant victories for the President and liberals in Congress.</p>","Harry S. Truman"
"","no","Day","/images/academic/americanpresident/essayimages/01_08.jpg","1918-01-08 12:00 PM","The Fourteen Points","<p>On January 8, 1918, President Woodrow Wilson gave a speech to Congress in which he presented his Fourteen Points that outlined his program of peace to end World War I. The first five points called for an end to secret treaties, freedom of the seas, free trade, reduction of arms, and adjustment of colonial claims, taking into account the wishes of the colonial population. Wilson's sixth point called for Germany to withdraw from Russian territory and for Russian self-determination of its own government. The President then called for the restoration of Belgian, Italian, and French borders, the establishment of a Polish state, and autonomy for the ethnic peoples of the Austro-Hungarian and Ottoman empires. Wilson's final and, in his mind, most important point was the establishment of a “general association of nations” that would foster international cooperation, freedom, and peace.</p><p>Wilson had drafted the Fourteen Points as a series of war aims he hoped would reinvigorate the Allied cause after Russia withdrew from the war following the November 1917 Bolshevik Revolution. The war aims were based on the principle of “peace without victory” that Wilson had proposed in 1916 as a solution to the European stalemate. Along with his adviser, Colonel Edward House, Wilson had come up with his Fourteen Points after more than a year of discussions with other progressive thinkers, especially journalist Walter Lippmann, on what the United States should hope to accomplish through its intervention in the war.</p><p>Wilson intended his speech to rally support in the Allied governments to the idea of a league of nations and a more transparent international system. He hoped these war aims would entice the Russian people back into the war by giving them something worthy for which to fight. Wilson also hoped the democratic ideas of the proposal, especially self-determination, would breed unrest in Germany and Austria-Hungary.</p><p>The Fourteen Points speech, as the New York <i>Herald</i> dubbed it, became the basis for Allied armistice plans. As Germany neared military defeat in the fall of 1918, the German government approached Wilson first in response to his Fourteen Points plan. The plan's territorial provisions and call for the establishment of a league of nations became the basis for a portion of the Treaty of Versailles, which ended the war in 1919. However, Wilson was unable to convince Britain, France, and Italy to pursue “peace without victory,” and he was forced to compromise on many points.</p><p>Still, as a work of international relations policy, Wilson's Fourteen Points represent one of the most remarkable efforts of an American President. Wilson's embrace of anti-imperialism and national self-determination made a lasting impact in international relations through the rest of the 20th century. </p>","Woodrow Wilson"
"","no","Day","/images/academic/americanpresident/essayimages/01_11.jpg","1908-01-11 12:00 PM","Grand Canyon Becomes National Monument","<p>On January 11, 1908, President Theodore Roosevelt designated the Grand Canyon in northwest Arizona a national monument. Roosevelt used the American Antiquities Act of 1906 to create 18 national monuments during his presidency. The Grand Canyon became a national park in 1919.</p><p>Roosevelt was the nation's first conservationist President. Everywhere he went, he preached the need to preserve woodlands and mountain ranges as places of refuge and retreat. He used his presidential authority to issue executive orders to create 150 new national forests, increasing the amount of protected land from 42 million acres to 172 million acres. Along with the 18 national monuments, the President also created 5 national parks and 51 wildlife refuges during his tenure.</p><p>Chief Forester Gifford Pinchot heavily influenced President Roosevelt and encouraged him to make conservation a major portion of his political agenda. Pinchot, the nation's first professional forester, and Roosevelt, an avid outdoorsman, teamed up during Roosevelt's second term to push their shared progressive vision for wilderness conservation.</p><p>Conservation to these progressives, however, did not mean simply placing land off limits to development and industry. Pinchot believed that the science of forestry could make forests more productive and valuable to industry; scientific expertise could improve upon nature. Like Roosevelt, Pinchot also believed that conservation was at its core an issue of equality of opportunity, as conservation allowed for public access to land that would otherwise wastefully bring profit to a few. The pair wanted all Americans to be able to use parklands.</p><p>Pinchot was a strong advocate for more federal power to protect wilderness in the United States, particularly in the West. With his prodding, President Roosevelt secured the Transfer Act in 1905, which shifted the responsibility of managing federal forests from the Department of the Interior to the Department of Agriculture and the Division of Forestry, later remained the Forest Service. As head of the Forest Service, Pinchot staffed it with scientists, not bureaucrats, and Pinchot and his team added millions of acres of western land to federal holdings.</p><p>During the early 1900s, conservation became a new and increasingly popular agenda for the federal government, due to President Roosevelt's energetic promotion of the issue. </p>","Theodore Roosevelt"
"","no","Day","/images/academic/americanpresident/essayimages/01_17.jpg","1991-01-17 12:00 PM","Persian Gulf War Begins","<p>Early on the morning of January 17, 1991, coalition forces led by the United States launched air strikes against Iraq. These strikes signaled the beginning of the military phase of the Persian Gulf War.</p><p>In August 1990, Iraq invaded Kuwait, a neighboring country. Iraq's leader, Saddam Hussein, had long argued with Kuwait over the rights to certain oil-rich lands. He had been preparing to invade Kuwait for several weeks, but when the attack came-on August 2, 1990-it nevertheless surprised much of the world. Several countries in the Middle East had assured the United States that Hussein was massing his troops only to bluff Kuwait into meeting his demands. When the Iraqi leader sent 140,000 troops storming toward-and quickly taking-the Kuwaiti capital, President George H.W. Bush responded.</p><p>The United States quickly intervened for a number of reasons. By invading Kuwait, Saddam Hussein gained control over a vast amount of the world's oil supply, which gave him the potential to wreak havoc with U.S. energy policy and oil prices. Bush also drew vivid parallels between Saddam Hussein and Adolf Hitler in the 1930s: a decisive, early blow to Saddam's imperialist ambitions, the President believed, would forestall another “Munich,” preventing the outbreak of a more serious crisis later on. Finally, political and military theorists thought that a show of U.S. military resolve would improve America's international credibility-especially in this first major crisis of the post-Cold War era-and boost confidence in a military still trying to throw off the legacy of the Vietnam War.</p><p>President Bush and his administrative team were extraordinarily active, and extraordinarily successful, in building an international coalition to counter the Iraqi aggression. Perhaps the most impressive feat of international diplomacy was President Bush's ability either to neutralize or win outright the support of traditionally hostile China and Russia, together with many countries of the Middle East. He also persuaded Israel to stay out of the coalition, which made it possible for Middle Eastern countries to join without seeming to unite with Israel.</p><p>The United Nations first approved the use of sanctions and a U.S.-led defensive posture, designed to deter Saddam Hussein from advancing any further and to persuade him to pull back from Kuwait. In November, the U.N. Security Council passed Resolution 678 authorizing member states to use “all necessary means” to remove Iraq from Kuwait if Iraq had not withdraw all of its forces by January 15, 1991. The U.S. plan to forcibly remove Iraqi troops from Kuwait was dubbed Operation Desert Storm and included an effective mixture of air power and overwhelming ground forces, including the use of 500,000 U.S. troops. Once the deadline passed and Iraq had not withdrawn from Kuwait, the U.S.-led coalition quickly overpowered the Iraqi military, and on February 28th, the coalition declared a cease-fire.</p><p>When the war ended, President Bush had very high approval ratings for his conduct of the war and his success in coalition building. However, he endured criticism for failing to remove Saddam Hussein from power and destroy the Iraqi military. That stance left Kurds and Shiites who were sympathetic to the United States at the mercy of a vengeful Iraqi government, but President Bush apparently feared the consequences of Saddam Hussein's unknown replacement-and a geopolitically destabilized region-even more than Saddam himself. </p>","George H. W. Bush"
"","no","Day","/images/academic/americanpresident/essayimages/01_19.jpg","1886-01-19 12:00 PM","Cleveland Signs Presidential Succession Act","<p>On January 19, 1886, President Grover Cleveland signed the Presidential Succession Act. The act specified that in the absence of a President and vice president, heads of executive departments would succeed to the presidency in the order in which the departments were created, starting with the secretary of state. The Presidential Succession Act of 1886 remained in force until 1947.</p><p>Vice President Thomas Hendricks died in his Indianapolis home in November 1885. President Grover Cleveland's message to Congress on December 8 regarding the death of the new vice president called for a constitutional amendment to clarify the line of succession should both the President and vice president die or become unable to serve. While the Presidential Succession Act that was proposed and passed shortly afterward on January 15, 1886, was primarily the work of the Congress, President Cleveland supported the legislation and signed the bill into law.</p><p>In 1792, Congress had passed a law that addressed presidential succession; the law stipulated that if the President and vice president should both be unable to serve, the President Pro Tempore of the Senate would take office, followed by the Speaker of the House. The Presidential Succession Act changed the previous legislation by placing in line for the presidency, after the vice president, the heads of each executive department in the order in which the department was created. The new system provided a long list of successors, making it all but impossible for the nation to be without a chief executive.</p><p>Congress changed the law again in 1947, when it was argued that those at the top of the list for presidential succession should be elected, not appointed, officials. The order established in 1947, which remains in place today, set up the line of succession in the form of President, vice president, Speaker of the House, President Pro Tempore of the Senate, and the heads of each executive department in the order of their creation beginning with the secretary of state and the secretary of the treasury.</p>","Grover Cleveland"
"","no","Day","/images/academic/americanpresident/essayimages/01_20.jpg","2009-01-20 12:00 PM","Barack Obama Inaugurated","<p>On January 20, 2009, Barack Obama was inaugurated as the 44th President of the United States. He was the first African American President in U.S. history. </p><p>Obama emerged as an unlikely candidate during the 2008 presidential campaign. He was born and raised in Hawaii. His mother, a white American from Kansas, and his father, a black Kenyan studying in the United States, met as students at the University of Hawaii. After attending school in Hawaii, Obama moved to the mainland for college&mdash;first attending Occidental College in Los Angeles, California, and then graduating from Columbia University in New York City.</p><p>Obama then moved to Chicago, Illinois, and began working as a community organizer, helping low-income residents improve their public housing conditions. In 1988, he enrolled at Harvard Law School. During the 1990-1991 academic year, he was president of the prestigious Harvard Law Review, the first African American elected to the position. Returning to Chicago, Obama worked in a civil rights law firm and as a lecturer at the University of Chicago. </p><p>He first entered public office as a state senator in 1997. Obama attracted national attention in the summer of 2004 when he gave the keynote speech at the Democratic National Convention. “There's not a liberal America and a conservative America,” he declared. “There's a United States of America. There's not a black America and white America and Latino America and Asian America. There's a United States of America.”</p><p>After serving as a state legislator for eight years, Obama ran for the U.S. Senate and won the election in 2004 by the largest margin in the history of Senate elections in Illinois. As a first-term Senator, he launched his presidential campaign in February 2007. After a hard-fought Democratic primary against Senator and former First Lady Hillary Clinton, Obama secured the Democratic Party nomination in June 2008. Two days before the Democratic National Convention, he picked Senator Joseph Biden of Delaware as his vice presidential running mate.</p><p>The 2008 presidential campaign featured the Democratic ticket of Barack Obama and Joseph Biden against the Republican ticket of Senator John McCain of Arizona and his vice presidential running mate, Governor Sarah Palin of Alaska. Obama and Biden won the election handily, 53 percent of the popular vote to 46 percent and 365 Electoral College votes to 173. </p>","Barack Obama"
"","no","Day","/images/academic/americanpresident/essayimages/01_30.jpg","1968-01-30 12:00 PM","Tet Offensive Begins","<p>On January 30, 1968, on the Vietnamese Lunar New Year of Tet, the North Vietnamese Army and the National Front for the Liberation of South Vietnam coordinated a massive offensive against South Vietnam. More than 80,000 troops and guerrillas attacked 44 provincial capitals, 64 district capitals, and 5 of South Vietnam's major cities. While the South Vietnamese and United States troops reversed most of the offensive's gains in the following two weeks, some intense fighting continued for months after the attack. In the end, the Tet Offensive failed to deliver a military victory for the North Vietnamese, but it did create a crisis for the administration of President Lyndon B. Johnson.</p><p>For ten days before the attack, the U.S. military had focused its attention on relieving the siege of a marine outpost at Khe Sanh close to the demilitarized zone. American officers feared that this siege would turn into another Diem Bien Phu, the final siege before the French abandoned Vietnam in 1954. To protect Khe Sanh, U.S. military commanders moved troops away from populated areas on the coast. This move left cities and capitals vulnerable to the attacks of the offensive. After the Tet Offensive began, the North Vietnamese halted their siege of Khe Sanh, but managed to take other targets in the region like the ancient imperial capital of Hue. It took American and South Vietnamese troops almost a month to recapture Hue. Still, the United States managed to turn the Tet Offensive into a military victory. While loses were high on both sides, the actions of the American military saved the South Vietnamese regime from collapse.</p><p>Back in the United States, however, the American public had a very negative reaction. President Johnson, his administration, and U.S. generals had been telling the American people for months that the situation in Vietnam was under control. After the offensive, they quickly lost their credibility. Prominent journalists, such as Walter Cronkite, began to doubt that the United States could win the war and voiced these fears in newspapers and on television. On February 3, days after the attack, millions of Americans watched on their televisions as a Saigon police officer summarily shot a Viet Cong guerilla in the head on a Saigon city street. More than ever before, many Americans began to have doubts about the war. One public opinion survey conducted after Tet found that 78 percent of the American public thought that the United States was not making progress in the war.</p><p>The reaction of the American public to the Tet Offensive had serious consequences for the Johnson administration. Militarily, it forced the administration to reconsider its strategy in Vietnam, leading to a partial halt in the bombing of the North. Politically, the Tet Offensive shattered the President's political future. On March 31, two months after the start of the offensive, President Johnson announced that he would not run for reelection. </p>","Lyndon B. Johnson"
"","no","Day","/images/academic/americanpresident/essayimages/01_31.jpg","1865-01-31 12:00 PM","House Passes Thirteenth Amendment","<p>On January 31, 1865, the House of Representatives passed the Thirteenth Amendment, which made slavery illegal in the United States. The Senate had passed the amendment in April 1864. With Congress's approval, the amendment then went to the states for ratification. By December 1865, enough states had ratified the amendment to make it constitutionally binding.</p><p>The Thirteenth Amendment had two sections. Section one read: “Neither slavery, nor involuntary servitude, except as a punishment for crime whereof the party shall have been duly convicted, shall exist within the United States, or any place subject to their jurisdiction.” Section two stated that Congress had the power to pass legislation to enforce the abolition of slavery.</p><p>Prior to becoming President, Abraham Lincoln had compromised on the slavery issue in the political arena. Although Lincoln clearly hated slavery, he assumed the presidency promising not to interfere with it. During the American Civil War, President Lincoln noted again and again that his purpose in fighting the South was to save the Union, not to free the slaves. But as the war dragged on and more and more slaves from the South fled to the Union Army, Lincoln began to reconsider slavery, and he came under more and more pressure to free the slaves.</p><p>In July 1862, the President announced to his cabinet that he would issue the Emancipation Proclamation in his capacity as commander in chief of the armed forces in time of war. The Proclamation would free all slaves in areas still in rebellion, and henceforth it would be a Union objective to destroy slavery within the Confederate South. After the Union Army defeated the Confederates at the Battle of Antietam in September 1862, Lincoln announced the Emancipation Proclamation and warned that if the war did not end by January 1, 1863, the Emancipation would go into effect and the Union would move to destroy slavery in the rebel states forever.</p><p>During his reelection campaign of 1864, President Lincoln promoted a constitutional amendment that would end slavery throughout the country. Lincoln used all the powers of his office to have Congress pass the amendment. Lincoln, however, did not live to see the Thirteenth Amendment become part of the Constitution. The President was assassinated in April 1865, and the amendment was ratified in December of that year.</p>","Abraham Lincoln"
"","no","Day","/images/academic/americanpresident/essayimages/02_02.jpg","1848-02-02 12:00 PM","Treaty of Guadalupe Hidalgo Signed","<p>On February 2, 1848, Nicholas Trist-a special emissary dispatched to Mexico by President James K. Polk-signed the Treaty of Guadalupe Hidalgo with the Mexican government. The treaty ended the Mexican War, which began in 1846. Under the terms of the treaty, Mexico agreed to recognize the Rio Grande as the Texas border and ceded California and New Mexico to the United States. The United States agreed to pay Mexico $15 million for the territories and assume $3 million in outstanding American claims against the Mexican government.</p><p>Following General Winfield Scott's victories at Contreras and Churubusco in August 1847, Trist began negotiating a peace settlement to end the Mexican War. The next month, General Scott captured Mexico City. Still the Mexican government refused President Polk's terms for a peace treaty.</p><p>The slow progress of talks, as well as Trist's budding friendship with the Whig General Scott, frustrated Polk, and in October he ordered Trist to abandon negotiations and return to Washington, D.C. When Trist received the order in mid-November, he decided that Polk did not understand the situation in Mexico and ignored the recall notice. He reasoned that he could secure a treaty and the U.S. government would still be at liberty to reject it.</p><p>Polk was livid when Trist ignored his order to return to Washington, but he was nevertheless pleased when Trist signed the treaty with Mexico in February. At the suggestion of his cabinet, President Polk forwarded it to the Whig-controlled Senate. The treaty passed 38 to 14 on March 10, 1848, despite efforts from some Democrats (who wanted more Mexican territory) and some Whigs (who stood firmly against any acquisition of Mexican territory) to kill it. The treaty drastically enlarged the United States, granting the country more than 500,000 square miles of new western territory and valuable ports in California. The Treaty of Guadalupe Hidalgo was one of President James Polk's greatest accomplishments. </p>","James K. Polk"
